207.50000	663.99664
207.50046	663.92249
207.50150	663.84839
207.50311	663.77429
207.50546	663.70020
207.50859	663.62610
207.51228	663.55206
207.51657	663.47809
207.52173	663.40411
207.52754	663.33020
207.53394	663.25635
207.54094	663.18256
207.54886	663.10883
207.55736	663.03522
207.56645	662.96161
207.57626	662.88812
207.58688	662.81476
207.59810	662.74152
207.60989	662.66833
207.62248	662.59528
207.63579	662.52234
207.64969	662.44952
207.66420	662.37683
207.67952	662.30426
207.69553	662.23193
207.71214	662.15967
207.72935	662.08752
207.74739	662.01563
207.76608	661.94391
207.78537	661.87231
207.80527	661.80090
207.82597	661.72974
207.84732	661.65875
207.86928	661.58795
207.89183	661.51733
207.91516	661.44696
207.93918	661.37683
207.96378	661.30688
207.98897	661.23718
208.01488	661.16772
208.04149	661.09851
208.06868	661.02954
208.09648	660.96082
208.12494	660.89240
208.15414	660.82422
208.18390	660.75635
208.21422	660.68872
208.24518	660.62134
208.27692	660.55432
208.30922	660.48761
208.34207	660.42114
208.37547	660.35498
208.40968	660.28925
208.44444	660.22375
208.47972	660.15857
208.51559	660.09369
208.55214	660.02917
208.58932	659.96503
208.62704	659.90125
208.66531	659.83771
208.70419	659.77460
208.74374	659.71191
208.78381	659.64954
208.82442	659.58752
208.86555	659.52582
208.90744	659.46466
208.94983	659.40387
208.99272	659.34338
209.03610	659.28326
209.08015	659.22363
209.12476	659.16443
209.16986	659.10565
209.21548	659.04718
209.26164	658.98920
209.30843	658.93164
209.35567	658.87457
209.40341	658.81781
209.45166	658.76154
209.50053	658.70581
209.54988	658.65051
209.59969	658.59558
209.64995	658.54108
209.70079	658.48712
209.75220	658.43372
209.80405	658.38074
209.85632	658.32819
209.90907	658.27612
209.96239	658.22461
210.01614	658.17352
210.07033	658.12292
210.12495	658.07281
210.18011	658.02332
210.23575	657.97430
210.29178	657.92578
210.34819	657.87769
210.40511	657.83014
210.46248	657.78326
210.52028	657.73682
210.57848	657.69092
210.63704	657.64545
210.69615	657.60071
210.75565	657.55646
210.81549	657.51276
210.87572	657.46948
210.93639	657.42688
210.99748	657.38489
211.05893	657.34344
211.12071	657.30249
211.18291	657.26215
211.24550	657.22241
211.30844	657.18323
211.37170	657.14459
211.43529	657.10651
211.49934	657.06915
211.56374	657.03241
211.62842	656.99622
211.69342	656.96057
211.75877	656.92560
211.82449	656.89130
211.89049	656.85748
211.95676	656.82428
212.02335	656.79169
212.09029	656.75983
212.15749	656.72858
212.22496	656.69788
212.29269	656.66772
212.36078	656.63843
212.42911	656.60968
212.49768	656.58148
212.56650	656.55389
212.63562	656.52710
212.70499	656.50098
212.77457	656.47540
212.84435	656.45038
212.91443	656.42621
212.98473	656.40265
213.05521	656.37970
213.12589	656.35730
213.19681	656.33575
213.26793	656.31482
213.33922	656.29456
213.41069	656.27484
213.48236	656.25586
213.55421	656.23767
213.62622	656.22003
213.69836	656.20300
213.77072	656.18683
213.84322	656.17133
213.91582	656.15637
213.98856	656.14209
214.06145	656.12860
214.13448	656.11578
214.20758	656.10352
214.28079	656.09186
214.35416	656.08118
214.42758	656.07104
214.50110	656.06152
214.57471	656.05261
214.64839	656.04456
214.72215	656.03717
214.79597	656.03033
214.86986	656.02429
214.94380	656.01898
215.01778	656.01422
215.09180	656.01007
215.16585	656.00684
215.23994	656.00415
215.31404	656.00214
215.38817	656.00079
215.46230	656.00024
215.53642	656.00024
215.61055	656.00085
215.68468	656.00220
215.75877	656.00433
215.83286	656.00708
215.90692	656.01031
215.98093	656.01453
216.05490	656.01935
216.12885	656.02472
216.20273	656.03082
