81.69900	2.69920
81.25694	2.80681
80.81489	2.91441
80.37283	3.02202
79.93077	3.12963
79.48872	3.23723
79.04666	3.34484
78.60460	3.45244
78.16255	3.56005
77.72049	3.66765
77.27844	3.77526
76.83638	3.88287
76.39432	3.99047
75.95227	4.09808
75.51021	4.20569
75.06816	4.31329
74.62610	4.42090
74.18404	4.52850
73.74199	4.63611
73.29993	4.74372
72.85788	4.85132
72.41582	4.95893
71.97376	5.06653
71.53171	5.17414
71.08965	5.28175
70.64760	5.38935
70.20554	5.49696
69.76348	5.60456
69.32143	5.71217
68.87937	5.81978
68.43732	5.92738
67.99525	6.03499
67.55320	6.14259
67.11115	6.25020
66.66909	6.35781
66.22704	6.46541
65.78497	6.57302
65.34292	6.68062
64.90086	6.78823
64.45881	6.89584
64.01675	7.00344
63.57470	7.11105
63.13264	7.21866
62.69058	7.32626
62.24853	7.43387
61.80647	7.54147
61.36441	7.64908
60.92236	7.75669
60.48030	7.86429
60.03825	7.97190
59.59619	8.07950
59.15414	8.18711
58.71208	8.29472
58.27002	8.40232
57.82796	8.50993
57.38591	8.61753
56.94386	8.72514
56.50180	8.83275
56.05974	8.94035
55.61769	9.04796
55.17563	9.15556
54.73357	9.26317
54.29152	9.37078
53.84946	9.47838
53.40740	9.58599
52.96535	9.69359
52.52329	9.80120
52.08124	9.90881
51.63918	10.01641
51.19712	10.12402
50.75507	10.23162
50.31301	10.33923
49.87095	10.44684
49.42890	10.55444
48.98684	10.66205
48.54479	10.76966
48.10273	10.87726
47.66067	10.98487
47.21862	11.09247
46.77656	11.20008
46.33451	11.30768
45.89245	11.41529
45.45039	11.52290
45.00834	11.63050
44.56628	11.73811
44.12423	11.84571
43.68217	11.95332
43.24011	12.06093
42.79806	12.16853
42.35600	12.27614
41.91394	12.38375
41.47189	12.49135
41.02983	12.59896
40.58778	12.70656
40.14577	12.81435
39.70813	12.93847
39.27903	13.08945
38.86008	13.26667
38.45288	13.46943
38.05893	13.69686
37.67965	13.94801
37.31640	14.22183
36.97047	14.51723
36.64307	14.83303
36.33534	15.16805
36.04836	15.52100
35.78316	15.89059
35.54068	16.27547
35.32184	16.67426
35.12744	17.08553
34.95826	17.50779
34.81492	17.93951
34.69797	18.37911
34.60782	18.82498
34.54477	19.27549
34.50892	19.72897
34.49980	20.18378
34.49980	20.63874
34.49980	21.09371
34.49980	21.54868
34.49980	22.00364
34.49980	22.45860
34.49980	22.91357
34.49980	23.36853
34.49980	23.82350
34.49980	24.27846
34.49980	24.73343
34.49980	25.18839
34.49980	25.64336
34.49980	26.09832
34.49980	26.55328
34.49980	27.00825
34.49980	27.46321
34.49980	27.91818
34.49980	28.37314
34.49980	28.82811
34.49980	29.28307
34.49980	29.73804
34.49980	30.19300
34.49980	30.64796
34.49980	31.10293
34.49980	31.55789
34.49980	32.01286
34.49980	32.46782
34.49980	32.92279
34.49980	33.37775
34.49980	33.83272
34.49980	34.28768
34.49980	34.74265
34.49980	35.19761
34.49980	35.65257
34.49980	36.10754
34.49980	36.56250
34.49980	37.01747
34.49980	37.47243
34.49980	37.92740
34.49980	38.38236
34.49980	38.83733
34.49980	39.29229
34.49980	39.74725
34.49980	40.20222
34.49980	40.65718
34.49980	41.11214
34.49980	41.56712
34.49980	42.02208
34.49980	42.47704
34.49980	42.93201
34.49980	43.38697
34.49980	43.84193
34.49980	44.29690
34.49980	44.75186
34.49980	45.20683
34.49980	45.66180
34.49980	46.11676
34.49980	46.57172
34.49980	47.02669
34.49980	47.48165
34.49980	47.93661
34.49980	48.39158
34.49980	48.84654
34.49980	49.30151
34.49980	49.75648
34.49980	50.21144
34.49980	50.66640
34.49980	51.12137
34.49980	51.57633
34.49980	52.03130
34.49980	52.48626
34.49980	52.94122
34.49980	53.39619
34.49980	53.85116
34.49980	54.30612
34.49980	54.76109
34.49980	55.21605
34.49980	55.67101
34.49980	56.12598
34.49980	56.58094
34.49980	57.03590
34.49980	57.49087
34.49980	57.94583
34.49980	58.40080
34.49980	58.85577
34.49980	59.31073
34.49980	59.76569
34.49980	60.22066
34.49980	60.67562
34.49980	61.13058
34.49980	61.58555
34.49980	62.04051
34.49980	62.49548
34.49980	62.95045
34.49980	63.40541
34.49980	63.86037
34.49980	64.31534
34.49980	64.77030
34.49980	65.22527
34.49980	65.68023
34.49980	66.13519
34.49980	66.59016
34.49980	67.04513
34.49980	67.50009
34.49980	67.95506
34.49980	68.41002
34.49980	68.86498
34.31222	68.99104
33.91631	68.76691
33.51469	68.55318
33.10762	68.35001
32.69531	68.15771
32.27802	67.97646
31.85602	67.80648
31.42956	67.64803
30.99894	67.50123
30.56444	67.36636
30.12639	67.24355
29.68508	67.13300
29.24085	67.03483
28.79403	66.94920
28.34497	66.87621
27.89402	66.81602
27.44156	66.76859
26.98792	66.73412
26.53348	66.71251
26.07861	66.70381
25.62369	66.70788
25.16903	66.72421
24.71499	66.75304
24.26192	66.79424
23.81016	66.84804
23.36005	66.91424
22.91197	66.99298
22.46626	67.08420
22.02327	67.18779
21.58339	67.30389
21.14692	67.43224
20.71423	67.57281
20.28571	67.72562
19.86166	67.89042
19.44243	68.06711
19.02841	68.25569
18.61990	68.45593
18.21723	68.66767
17.82072	68.89073
17.43075	69.12504
17.04762	69.37038
16.67164	69.62654
16.30313	69.89332
15.94238	70.17052
15.58975	70.45798
15.24556	70.75548
14.91008	71.06276
14.58360	71.37961
14.26643	71.70576
13.95885	72.04098
13.66116	72.38502
13.37368	72.73762
13.09668	73.09852
12.83042	73.46741
12.57517	73.84400
12.33118	74.22799
12.09871	74.61906
11.87801	75.01688
11.66937	75.42116
11.47300	75.83154
11.28910	76.24766
11.11784	76.66914
10.95944	77.09561
10.81404	77.52670
10.68192	77.96204
10.56312	78.40121
10.45775	78.84379
10.36588	79.28935
10.28773	79.73753
10.22324	80.18788
10.17240	80.63998
10.13532	81.09339
10.11195	81.54775
10.10212	82.00259
10.10604	82.45751
10.12347	82.91213
10.15461	83.36601
10.19950	83.81873
10.25804	84.26989
10.33031	84.71906
10.41629	85.16580
10.51581	85.60973
10.62881	86.05043
10.75523	86.48744
10.89495	86.92040
11.04775	87.34892
11.21348	87.77261
11.39194	88.19108
11.58298	88.60399
11.78641	89.01090
12.00196	89.41155
12.22938	89.80560
12.46841	90.19267
12.71884	90.57249
12.98038	90.94475
13.25278	91.30912
13.53579	91.66531
13.82912	92.01309
14.13244	92.35216
14.44549	92.68228
14.76795	93.00319
15.09956	93.31467
15.44003	93.61642
15.78904	93.90825
16.14629	94.18996
16.51144	94.46130
16.88420	94.72214
17.26423	94.97224
17.65129	95.21135
18.04497	95.43935
18.44498	95.65608
18.85096	95.86140
